keyword,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11
plumslice,0,0,0,0,58,0,100,0,0,0,0,0,42,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,50,0,0,0,31,0,0,0,0,0,0,48
honorlock,58,50,46,30,28,58,29,34,40,97,62,68,88,66,46,89,73,62,30,100,67,40,28,43,97,44,10,4,22,75,52,56,67,69,64,74,79,54,36,46,33,42,38,32,59,57,43,49,29,57,68,64
luminartech,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,0,0,0,0,26,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
nasacademy,0,35,25,10,12,0,16,28,0,0,0,23,0,0,0,16,0,0,16,0,0,0,0,25,11,0,44,0,0,0,10,0,0,0,0,100,20,20,0,0,0,0,0,0,0,16,0,0,0,33,29,0
payslip,86,77,55,59,71,91,69,50,55,76,77,57,58,73,78,58,55,59,81,65,54,55,59,73,58,59,73,57,68,64,66,83,80,66,60,77,100,64,58,74,79,76,63,63,79,68,63,61,73,73,59,66
strava,90,82,90,91,85,80,87,87,84,83,86,88,81,76,73,78,74,71,67,75,61,67,64,61,65,63,60,75,95,78,78,80,80,77,72,80,76,72,69,83,78,78,85,90,92,97,87,88,100,92,87,92
fonyou,93,34,35,11,50,56,72,44,43,40,23,89,51,67,38,73,74,11,44,78,61,67,66,64,63,58,46,49,17,45,65,86,67,51,82,68,42,14,55,83,53,76,83,57,65,82,60,44,59,70,100,27
animaapp,0,0,16,0,24,0,19,0,22,0,47,20,0,0,16,19,36,18,0,0,0,0,100,24,23,0,17,37,37,0,30,27,0,0,23,0,22,0,0,0,0,27,0,0,0,0,30,0,0,0,30,0
credgenics,85,34,76,61,100,54,64,34,0,51,81,15,38,28,16,22,65,60,17,40,80,0,36,14,56,19,34,25,24,71,47,32,75,53,36,71,25,88,41,61,24,22,24,94,48,41,57,72,58,75,21,78
checkfront,54,33,42,52,65,54,21,0,69,0,13,42,31,27,30,15,31,0,0,51,15,58,0,49,24,21,0,28,24,12,100,14,25,18,27,17,43,44,41,28,47,23,34,18,62,23,41,69,69,60,40,46
naturallclub,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,100,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,89,0
noah,52,50,99,82,66,57,61,53,48,47,43,45,47,45,68,53,48,57,52,54,45,45,42,46,56,49,48,47,100,56,45,46,44,43,40,40,43,39,40,40,38,42,41,54,43,39,39,40,42,44,53,60
air.inc,0,0,0,0,0,96,0,40,0,0,41,0,0,0,55,0,0,0,51,0,0,0,0,71,0,51,0,100,61,88,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,36,0,67,49,0,64
tyro.com,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,100,0,0,0,0,0,0,0,0,30,0,0,0,0,20,0,0,0,0,0,40,0
eka1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,87,0,82,0,0,0,0,0,45,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,100,53,0,0,0,0,31,0
bountyjobs,32,0,0,42,0,0,0,0,0,0,0,43,0,0,23,25,32,0,0,0,0,0,0,30,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,28,69,29,0,0,25,0,0,91,0,0,100
crowdvision,0,0,0,100,0,0,0,0,0,0,43,0,0,0,80,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,54
metronome.com,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,100,51,0,0,0,0,0,42,39,35,0,0,98,0,0,90,0,0,0,0,42,0,0,0,0,0,87,0,0,0,0,0,0,0,0
magnetis,4,2,4,5,6,5,5,3,6,7,7,8,8,7,9,15,15,19,30,52,64,84,100,88,47,20,8,0,10,17,16,16,10,11,10,10,14,14,10,7,11,7,7,4,4,10,9,8,11,7,7,5
hytrust,0,100,0,57,28,0,26,0,0,0,39,0,0,0,35,48,0,94,0,0,42,0,0,0,0,0,0,0,0,31,33,0,43,28,0,30,60,0,0,70,91,0,59,0,0,0,0,0,0,0,0,71
syantra,0,26,0,0,0,0,30,0,0,0,41,0,0,0,0,0,95,0,59,0,0,35,0,0,0,0,0,0,44,0,0,39,0,37,100,51,0,0,24,0,0,0,0,68,0,0,0,0,0,0,62,57
c1exchange,0,0,0,0,0,0,0,0,100,23,52,0,0,0,0,77,60,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,89,0,0,39,0,31,61,29,0,0,0,29,73
microphyt,0,22,0,45,0,34,0,0,26,0,0,32,0,0,21,51,0,82,0,0,0,26,0,44,0,0,100,0,30,31,0,36,0,0,39,0,0,0,0,40,0,0,45,27,0,0,0,0,0,0,30,0
tact.ai,0,0,0,0,24,0,0,0,0,100,0,0,0,57,0,24,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,34,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
skello,96,83,76,81,62,83,61,67,56,69,69,80,82,72,86,91,80,67,69,61,69,70,78,80,82,80,76,67,90,79,67,64,71,63,69,74,72,73,73,80,77,75,72,72,77,70,89,71,89,78,99,100
messari,65,59,49,58,56,50,61,60,62,60,45,52,71,100,56,46,36,40,40,46,61,56,50,33,47,21,46,40,39,44,42,55,51,61,48,40,43,44,30,36,64,29,24,26,34,32,21,21,16,24,19,32
corporater,55,94,51,51,80,36,80,67,85,94,75,41,84,58,70,33,100,26,36,36,63,85,40,91,46,43,32,86,44,40,54,56,66,49,40,72,29,21,13,63,78,54,68,44,58,42,97,13,48,35,28,94
simworx,72,0,0,58,100,39,0,0,26,47,0,0,72,0,52,21,0,0,0,0,0,0,0,49,0,30,0,0,0,34,25,0,39,0,28,0,0,20,0,0,0,0,0,0,25,0,26,0,0,0,43,0
unitq,33,0,67,0,36,0,0,0,0,61,0,55,43,37,64,0,60,0,75,0,0,80,88,0,0,31,0,0,0,0,0,0,0,42,0,0,38,27,0,58,53,0,0,0,100,0,42,51,55,35,0,59
gobolt,35,38,39,38,52,32,38,34,15,34,69,35,40,35,33,72,15,14,39,52,52,63,45,84,77,50,45,34,64,100,35,49,26,56,57,75,97,48,43,44,20,32,56,40,29,49,28,24,57,45,32,0
stellic,0,36,33,24,37,23,36,28,0,40,92,62,46,39,39,10,27,29,100,48,75,95,17,16,26,35,0,0,56,13,48,65,78,33,45,27,39,0,43,33,52,80,58,72,40,33,22,22,0,14,32,0
mypart,0,0,0,0,21,0,50,0,0,0,45,0,29,40,41,31,41,0,0,0,25,0,17,0,0,40,27,0,27,53,41,67,42,0,58,23,38,22,53,0,0,23,53,24,0,48,0,0,24,0,32,100
gohenry,91,87,75,77,100,84,82,79,72,84,68,59,63,51,72,67,80,59,50,65,66,69,51,70,67,66,59,76,80,62,59,63,64,61,69,62,67,54,66,57,61,79,69,62,57,51,57,49,60,69,63,46
adaptx,50,0,0,0,0,94,0,0,78,0,0,0,0,85,37,0,71,0,40,39,68,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,31,0,0,0,0,0,60,31,0,0
directderm,0,71,0,0,0,40,0,0,0,100,44,0,0,38,0,0,0,0,0,63,60,0,35,0,0,0,68,50,72,0,0,68,32,0,0,0,0,29,0,58,32,0,0,65,0,32,87,0,34,0,0,74
bitpanda,98,100,78,61,70,68,65,63,58,52,54,69,47,60,56,56,50,44,46,52,67,74,47,43,37,40,39,39,46,51,59,56,55,47,53,49,48,48,60,54,58,50,58,66,49,54,58,46,44,40,40,48
lendbuzz,22,46,46,13,59,34,57,34,62,46,28,38,40,43,41,23,41,39,40,27,54,34,12,57,35,74,46,26,45,35,100,56,68,46,73,33,55,29,68,40,87,53,81,72,52,57,53,84,28,68,79,63
post-quantum,0,24,9,25,100,71,54,22,0,39,23,19,5,20,0,14,25,31,32,22,25,11,29,30,23,15,17,29,7,19,10,25,13,19,40,32,33,15,21,13,22,31,18,19,20,11,0,21,11,25,20,13
darwinbox,98,90,84,85,85,77,81,70,70,79,76,77,88,78,78,63,77,73,64,83,65,78,72,70,68,60,72,72,76,74,83,75,79,62,71,68,84,61,80,87,85,76,73,86,100,81,80,79,78,83,77,93
ideaflow,0,0,57,0,49,0,0,0,0,42,0,0,0,0,0,0,0,0,0,45,0,0,76,0,0,32,0,0,0,0,0,0,48,0,0,30,0,0,36,0,41,0,0,0,0,100,0,55,0,0,0,82
veesion,60,100,72,40,53,56,35,83,46,40,69,40,28,65,28,85,64,35,90,28,62,81,50,31,63,61,67,33,40,34,26,61,40,85,73,40,52,70,53,52,53,40,49,84,62,86,54,34,39,35,56,81
exer,78,74,69,75,75,78,74,78,71,71,77,74,83,100,77,82,79,74,71,82,93,89,78,70,81,73,77,74,69,78,69,70,64,70,79,72,75,87,66,80,82,72,75,79,75,86,84,76,78,71,87,81
athleticgreens,41,0,18,0,13,0,22,0,15,43,0,12,26,0,36,39,0,12,22,21,12,34,59,24,15,0,33,100,31,29,15,82,32,35,36,48,51,37,62,33,33,0,29,24,31,30,34,17,20,12,0,16
,31,30,31,34,100,38,32,31,31,31,34,31,32,31,32,31,31,30,30,32,33,31,32,30,31,33,30,29,31,32,31,31,32,31,34,33,32,32,33,33,32,32,30,32,31,30,30,30,31,31,32,31
voiceitt,0,0,0,22,0,0,0,0,0,0,0,27,0,0,0,0,35,0,0,0,0,27,0,28,0,30,49,100,0,35,35,41,0,26,66,28,70,51,0,36,0,0,41,0,59,0,28,0,22,0,0,0
sitezeus,39,0,0,0,0,0,0,59,0,0,0,37,0,0,0,0,0,36,0,0,0,0,37,0,0,41,0,47,0,0,0,31,0,0,0,0,0,0,0,0,37,84,0,35,31,100,0,40,27,0,0,0
blyncsy,0,66,0,0,0,0,0,0,0,0,0,56,0,50,0,0,0,66,0,0,0,0,47,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,43,0,0,0,100
spiceworks,69,87,86,63,87,69,85,70,52,92,77,81,76,70,80,83,100,88,98,89,70,76,84,55,64,67,53,48,74,94,72,84,90,88,67,70,81,95,60,67,66,73,57,68,63,76,45,64,62,65,61,79
apptopia,48,24,23,22,0,45,79,98,47,62,41,54,19,62,29,0,18,18,100,43,45,71,45,0,23,43,0,38,30,58,70,33,31,60,51,24,81,15,63,58,50,15,75,51,64,74,34,67,39,22,0,41
klearnow,33,43,42,0,49,0,31,0,54,0,64,0,0,28,100,0,0,28,0,84,88,0,46,0,0,56,0,0,32,0,59,0,65,0,0,0,45,0,26,0,49,0,41,0,38,44,63,23,0,0,0,49
neuronation,44,36,38,66,69,40,56,29,35,24,80,36,77,43,49,63,61,58,27,72,56,37,35,51,44,52,50,34,74,100,77,58,91,61,42,44,60,79,25,54,57,68,36,50,42,63,54,59,54,51,49,30
seqone,0,46,0,0,0,0,40,0,0,33,0,20,29,0,0,0,100,0,0,0,0,0,0,0,61,0,43,0,22,0,21,27,0,36,21,28,0,0,0,82,0,0,0,0,0,0,37,21,63,0,0,30
mov,93,85,94,90,91,90,87,86,92,89,84,87,86,89,93,83,90,86,82,99,91,91,88,90,91,83,88,90,82,83,87,83,92,87,86,95,93,88,91,93,90,90,83,86,92,92,93,91,97,90,91,100
aerospacelab,85,100,49,30,47,0,0,0,0,0,40,0,80,0,29,32,0,0,76,31,0,0,49,37,0,32,94,31,0,42,50,54,0,27,33,25,0,0,0,0,27,0,62,39,24,54,0,0,0,0,0,57
citruslabs,0,0,0,0,0,0,0,62,0,0,0,62,0,0,0,42,0,46,0,86,0,0,0,0,0,0,0,70,86,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,51,0,0,0,0,0,0,0
nanox,57,40,58,48,47,49,42,43,56,44,42,38,29,46,50,30,50,32,58,34,50,65,41,37,31,28,19,47,36,33,53,34,53,48,53,50,29,55,52,47,38,32,55,43,35,100,57,59,74,73,62,60
ashanderie,0,0,0,0,0,0,0,0,0,0,29,0,0,0,21,0,42,31,0,26,0,23,20,0,0,0,0,0,40,34,0,30,0,0,0,23,29,27,0,39,0,0,0,0,71,22,0,0,0,100,43,0
synergies,81,66,66,77,71,65,67,69,75,84,74,80,80,77,82,76,84,83,81,81,78,82,70,76,74,77,69,58,62,73,76,79,72,100,80,76,89,93,83,87,83,85,80,78,85,86,66,78,73,65,71,85
appboxo,0,0,82,0,0,54,0,31,0,0,0,0,59,31,97,0,0,78,0,0,0,0,70,0,27,36,0,0,0,45,0,0,0,100,58,0,0,0,0,0,0,27,39,0,0,0,25,0,0,0,0,34
goodlord,93,82,88,98,95,97,93,95,74,81,95,79,78,72,74,74,71,49,71,74,75,54,68,46,61,56,83,23,52,75,96,73,76,65,83,67,63,66,63,64,70,49,44,51,77,38,57,65,69,63,74,100
bigteams,0,0,0,17,28,14,60,92,73,48,40,53,99,15,66,37,74,53,41,39,64,100,37,43,39,50,0,14,27,27,0,37,25,28,39,85,54,68,37,42,18,15,68,22,39,23,29,12,16,37,62,37
purefacts,32,0,0,73,0,57,0,0,0,0,0,0,0,0,56,100,50,42,59,0,0,56,0,35,0,0,0,38,44,54,0,0,0,0,0,34,34,51,0,0,56,0,0,0,96,73,30,37,67,0,0,0
cuebiq,0,82,28,0,38,0,0,0,0,0,31,43,0,50,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,59,0,0,93,0,60,38,0,0,0,0,29,0,61,0,26,0,25,100,0
nextmv,0,0,0,0,36,25,0,0,0,0,0,0,0,0,47,30,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,100,58,0,0,25,0,0,0,0,0,0,0,28,0,0,0,32
intervenn,63,0,65,48,0,100,88,0,0,0,31,52,71,55,0,0,0,27,29,0,0,59,0,29,0,0,0,0,0,80,56,87,0,39,48,41,32,44,0,43,27,26,0,50,60,0,71,0,0,59,94,0
aqumon,0,0,0,65,0,0,88,0,0,0,0,0,0,40,61,0,27,0,35,33,0,0,79,37,44,0,28,0,28,35,0,0,0,32,0,38,0,100,32,0,0,0,44,0,55,0,0,0,0,0,0,0
avoma,76,0,35,19,70,49,20,0,31,36,71,37,0,45,77,54,80,25,17,56,28,50,14,45,35,31,19,48,50,65,0,52,88,44,49,41,72,0,65,74,47,41,55,76,91,58,29,63,82,56,75,100
asset-map,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,52,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insilixa,0,40,0,0,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,39,0,100,0,42,0,0,0,0,0,0,0,0,0,85,27,0,38,0,0,51,0,0,0,32,0,0,0,0,0,0,0
thriva,93,52,86,63,100,81,86,68,59,69,75,72,98,61,57,57,55,57,67,75,45,82,60,66,62,65,49,53,87,63,59,83,66,61,71,82,68,94,87,71,52,66,80,95,74,60,74,82,51,69,65,98
knipbio,0,0,0,0,0,0,0,0,63,0,49,0,0,0,50,0,0,0,0,0,0,66,0,0,0,88,0,74,0,0,0,0,0,100,82,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
coherix,35,25,0,46,0,24,0,0,0,0,0,0,0,0,0,20,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,20,0,0,36,0,0,0,32,44,0,0,0,0,100
testlio,44,0,13,56,18,57,44,32,16,25,72,39,52,76,30,45,33,0,55,75,100,64,26,31,55,38,44,37,55,29,43,66,43,41,71,14,80,19,35,35,56,69,49,29,70,35,0,75,64,49,26,0
hiflow,53,32,61,50,73,83,75,58,54,49,50,52,79,54,48,41,55,53,59,55,42,53,46,59,32,50,45,27,43,46,46,71,66,67,49,49,70,49,48,55,83,84,59,48,59,34,62,53,61,91,82,100
silot,96,52,26,22,57,58,57,49,51,78,52,60,65,77,50,37,67,61,34,29,61,60,84,54,46,51,39,62,52,80,66,85,58,44,73,67,61,28,87,74,54,73,54,80,85,0,58,100,50,63,57,0
studysmarter,43,42,29,44,31,27,33,31,33,100,59,66,67,52,60,63,53,62,58,52,70,79,67,71,66,79,61,38,76,99,97,100,97,93,83,80,78,87,88,81,72,61,78,84,93,80,95,82,89,75,81,86
invevo,36,0,0,0,0,0,0,0,0,0,20,30,21,0,0,0,0,0,0,0,0,22,0,33,0,0,0,0,0,0,26,20,15,0,15,26,0,0,0,0,100,18,36,0,0,0,0,0,0,0,0,31
crisistextline,0,0,95,0,0,0,49,0,100,0,43,0,0,0,0,0,0,29,0,33,0,0,0,0,27,0,0,0,62,0,0,0,0,0,33,0,56,43,0,0,0,36,0,0,95,0,27,0,0,0,48,0
turaco,49,49,66,49,68,95,64,65,40,68,53,64,66,91,62,62,74,58,50,67,74,78,67,32,42,51,41,48,76,100,57,72,72,77,67,68,89,77,61,55,72,93,86,70,89,64,69,81,60,78,54,74
semgrep,24,39,34,37,40,50,62,35,43,47,51,29,59,64,63,58,40,60,45,77,39,30,43,41,44,37,49,0,63,68,33,34,42,56,81,59,77,73,76,48,59,56,64,100,42,62,65,56,86,73,59,83
nauto,42,100,69,72,71,41,92,57,85,80,48,65,66,59,69,67,81,58,71,71,81,67,47,81,62,78,59,56,78,71,55,63,63,57,76,64,64,74,74,63,59,59,47,53,49,41,49,54,34,58,47,41
allo-media,50,0,0,80,0,0,0,34,27,0,30,0,0,0,0,0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,38,100,0,55,28,37,0,0,0,0
joinfound,45,0,0,0,0,40,29,0,0,0,50,0,39,0,40,0,0,0,0,0,64,42,0,0,100,0,0,20,0,62,0,18,93,0,0,0,0,0,64,0,0,0,0,0,29,47,21,27,0,0,0,28
rafay,86,73,76,59,72,54,66,100,42,41,54,52,58,51,67,52,41,45,74,57,50,58,83,65,68,56,51,43,55,66,57,69,52,46,93,61,50,71,71,67,73,85,48,46,45,65,49,45,44,69,80,61
rebelmouse,39,34,0,0,0,0,0,59,35,0,0,48,39,83,100,48,46,0,0,0,39,0,0,33,0,51,32,0,0,95,0,0,45,0,57,29,36,28,0,0,0,0,27,36,0,0,0,35,33,0,28,0
cometeer,89,57,64,58,87,78,90,83,65,66,52,50,100,53,52,71,70,48,58,61,48,62,63,48,77,85,71,38,52,45,67,39,71,47,55,52,56,36,38,32,42,36,22,35,38,50,33,38,29,36,51,43
clientsuccess,0,0,60,26,0,41,0,0,0,55,58,32,0,0,41,23,0,31,33,0,0,0,0,0,100,0,0,0,0,0,0,33,26,0,0,0,26,36,24,0,52,0,0,0,0,55,0,0,0,0,0,0
iamfluidics,91,49,0,0,84,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,70,100,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,56
zetaris,0,40,42,52,46,0,0,0,0,41,0,0,0,24,0,0,0,0,0,53,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,80,0,39,0,0,0,0,0,0,88,0
asktia,28,45,0,0,47,0,0,69,0,30,0,0,0,0,0,0,34,0,0,0,26,0,0,42,38,43,40,0,0,0,38,0,35,78,0,34,100,0,0,59,64,59,48,0,27,55,0,0,0,34,0,45
loda,91,95,98,96,94,94,93,85,91,93,85,87,86,100,82,81,73,73,69,70,71,72,78,71,70,68,75,73,74,69,65,67,65,65,63,70,65,69,65,62,65,55,62,65,64,65,63,65,69,70,65,62
tomorrow.me,100,0,0,0,25,0,0,0,35,0,0,0,0,31,0,32,0,0,0,90,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,26,0,54,0,0,0,0
sensely,66,29,62,56,100,40,0,0,0,0,0,25,0,0,0,0,71,0,0,46,0,0,62,42,26,0,36,0,0,45,0,24,0,0,0,0,61,35,0,24,0,55,0,0,23,37,26,0,0,0,0,65
redeye.co,0,72,0,54,0,0,0,0,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,0,0,0,0,0,0,0,0,100,0,86,0,0,0,0,0,0,0,0,0,0,0,71
ubiquity6,0,34,0,0,0,0,0,0,0,0,0,0,0,86,44,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,100,0,96,0,0,0,0
daytwo,43,0,40,0,0,100,0,0,0,39,43,55,66,0,93,53,0,53,31,57,84,58,30,30,44,0,0,31,0,0,0,0,32,26,0,0,47,0,28,35,80,65,0,72,0,0,0,0,44,0,0,0
hurix,80,74,73,95,90,100,72,72,61,71,56,53,57,63,48,62,57,72,74,65,58,58,50,58,64,48,65,63,60,59,60,66,70,93,77,60,61,61,50,53,64,70,63,49,62,60,49,66,61,56,59,47
papercup,50,39,41,36,40,36,44,12,55,44,57,17,38,26,45,55,59,27,56,48,60,27,39,14,35,24,23,31,56,42,42,39,62,96,56,44,78,61,55,100,59,96,68,45,55,73,39,67,48,50,29,47
causes,92,81,81,84,82,89,85,87,87,91,88,87,96,95,92,93,95,93,92,97,94,99,84,89,91,89,82,78,88,92,94,94,97,97,95,96,96,98,100,97,95,92,92,98,95,95,94,93,92,94,95,95
swiftconnect,79,0,0,0,0,88,0,0,67,0,0,0,0,44,0,0,99,0,77,0,0,0,0,0,0,100,0,0,83,0,0,0,0,0,43,0,0,0,0,0,43,49,0,47,0,0,0,51,74,0,0,0
stratifyd,0,0,33,0,0,0,0,0,55,0,0,0,58,0,0,0,0,0,0,0,0,0,40,0,0,52,0,35,0,35,0,0,32,0,100,43,0,0,0,0,67,0,0,93,0,0,37,0,0,30,0,0
statiq,100,57,0,0,34,48,26,14,20,0,27,25,12,25,15,25,28,46,18,21,0,0,44,18,41,17,28,17,39,51,31,11,12,33,32,20,75,28,38,40,15,39,18,21,32,40,43,28,46,27,34,49
fable.com,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,20,0,0,32,0,0,30,0,0,59,83,26,0,46,49,82,0,22,100,55,31,0,0,39,0,0,0,0,25,0,38,35,77,64,54
chartboost,50,59,19,17,0,23,0,45,39,23,62,49,31,47,18,29,45,28,100,39,39,57,0,28,16,0,0,30,66,40,58,64,100,31,38,21,0,17,39,80,16,27,20,39,39,48,53,44,54,43,70,40
ventiva,0,0,34,0,0,0,64,0,100,36,69,37,0,52,43,50,0,0,75,0,0,0,0,62,0,0,0,0,0,0,0,0,53,45,0,0,0,0,0,0,0,0,0,37,0,0,89,0,0,45,0,0
giosg,0,28,31,55,54,0,20,0,90,22,100,34,0,41,0,40,0,30,0,0,30,0,65,0,0,67,24,0,39,27,35,70,92,52,77,47,0,0,43,27,0,0,0,0,0,0,0,28,23,0,0,44
hydraenergy,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,42,0,42,0,66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,44,0,0,0
hydraenergy,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,42,0,42,0,66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,44,0,0,0
livehomeroom,0,49,0,0,0,35,0,0,0,0,53,100,0,67,0,35,45,0,0,0,0,0,0,0,0,0,0,0,57,0,68,84,0,0,0,0,0,0,0,0,0,39,0,0,0,38,0,0,0,0,0,53
cellworks,37,0,68,0,35,69,0,0,30,0,0,0,0,27,0,0,0,0,0,0,0,0,0,100,52,0,0,36,91,50,45,0,44,0,0,0,0,0,71,0,0,49,0,0,0,0,30,0,0,0,0,0
propelx,79,0,0,0,100,0,35,57,42,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,43,0,0,0,0,0,97,0,0,37,0,0,40,0,0,0,0,0,0
saphetor,0,0,0,49,48,44,0,0,64,0,60,0,0,0,81,47,0,0,0,93,0,52,0,0,0,0,0,43,0,52,66,100,62,0,68,0,40,0,0,77,59,0,96,0,0,0,88,0,0,0,42,0
okteto,58,57,53,45,52,70,25,34,36,26,19,23,36,0,36,24,23,36,20,42,100,31,48,53,42,0,42,44,0,20,42,15,20,46,0,29,34,27,54,52,34,55,40,50,22,36,46,65,26,12,22,0
datagrail,60,0,21,0,50,25,24,29,28,33,0,0,0,43,51,0,100,59,0,42,81,26,84,0,0,38,26,42,31,82,33,30,52,48,24,0,47,52,47,34,38,0,0,27,0,39,27,37,0,80,68,65
aunalytics,75,29,0,79,0,0,0,0,0,0,0,0,35,52,0,0,0,0,56,0,50,0,0,0,92,0,0,37,62,0,33,69,31,0,0,32,38,70,27,0,0,100,39,0,0,79,25,31,0,0,0,85
gosite,29,35,58,30,97,43,35,57,46,52,0,0,73,0,40,0,41,0,52,56,0,0,0,22,0,22,0,0,82,78,35,40,56,55,0,46,61,0,52,28,0,26,32,100,31,45,62,85,38,40,0,39
scififoods,0,28,0,0,34,0,0,0,100,42,0,0,39,0,0,0,30,0,49,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,60,0,0
getcoconut,0,49,40,0,0,0,0,34,0,42,0,86,0,0,0,52,0,39,37,0,0,0,97,38,0,0,0,41,62,28,0,0,0,0,0,0,66,0,0,0,40,0,0,33,0,0,0,58,0,0,0,100
academia,78,74,82,77,79,80,89,86,95,78,79,77,76,74,81,83,78,79,77,72,80,93,75,94,80,81,77,76,100,99,93,88,89,91,87,82,87,90,84,84,84,73,72,79,69,66,69,63,74,67,65,64
geniee,46,64,45,46,67,0,38,0,26,26,36,68,61,0,0,84,0,48,0,77,16,0,55,23,43,0,0,27,0,36,52,31,37,0,59,25,33,27,65,28,34,83,0,70,0,32,50,40,0,41,41,100
zonefox,0,37,0,0,0,0,100,0,0,0,0,0,0,0,33,0,43,0,0,0,0,0,48,0,0,0,0,65,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,45,48,0,0,0,0,47,0
composable,57,60,42,53,75,63,60,59,65,59,75,63,81,79,76,67,66,79,79,70,62,72,65,68,69,63,68,49,60,75,70,68,78,82,75,81,71,81,78,81,82,81,72,63,83,81,75,84,85,86,87,100
cariloop,13,4,0,0,11,11,4,0,27,0,20,9,14,7,34,14,15,100,33,4,5,0,24,0,11,12,5,6,10,0,18,6,21,0,0,10,0,7,0,15,11,8,8,0,12,11,6,0,0,20,15,17
ironscales,0,86,34,51,34,32,0,0,37,17,28,0,21,62,0,53,19,53,0,52,56,0,0,75,22,62,26,51,58,73,0,44,41,35,22,32,27,18,60,48,82,0,51,23,31,62,67,0,100,46,65,43
explorate,23,0,16,0,18,0,0,52,39,0,0,27,0,42,46,21,100,53,20,39,31,0,25,22,0,21,49,0,0,22,0,0,38,0,0,21,28,39,22,0,0,15,0,39,18,16,33,0,0,0,16,33
