,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
charmboard,25.0,32,0,17,38,30,28,43,0,0,25,100,0,31,0,0,27,0,0,0,0,0,0,57,0,0,23,28,0,26,0,0,17,0,0,0,13,35,26,34,16,40,23,14,0,25,18,34,18,15,22,0
theidleman,0.0,0,0,0,0,0,0,0,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,56,27,31,27,35,100,0,49,0,30,0,0,45,0,0,0,27,0,56,0,0,0,0,0,0,30,0,0
guruji,22.0,21,21,20,100,31,23,21,22,21,22,24,29,24,24,23,21,22,22,21,20,24,29,25,22,20,20,23,25,27,24,22,21,23,23,23,26,24,24,24,24,23,23,23,24,24,21,22,22,22,22,24
stacked,71.0,72,73,73,70,73,74,72,77,77,76,78,77,76,76,76,78,76,77,78,80,87,80,86,76,86,77,84,77,78,82,88,84,83,88,89,86,86,88,87,81,96,77,78,80,82,100,78,79,76,77,71
brandalley,66.0,67,68,71,54,59,57,53,46,51,55,50,65,60,62,65,79,66,70,69,71,83,83,91,100,89,84,72,66,89,79,84,57,64,64,59,49,59,50,62,54,62,63,61,60,53,61,68,70,52,58,59
howaboutwe,0.0,0,0,0,24,64,36,0,0,46,21,0,0,0,21,54,0,21,0,0,60,0,0,65,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,80,0,0,44,0,0,0,0,0,19,0,0,100
symwave,0.0,27,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,50,0,0,0,0,36,0,28,25,0,0,0,0,0,0,0,48,0,0,0,0,0,0,53,40,0,0,0,0,0,0,100,0,0,0
rockthebells,0.0,0,0,0,44,53,0,0,0,39,35,0,0,28,62,0,100,0,0,33,0,0,41,0,0,86,0,0,0,57,41,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
makeus,0.0,0,15,44,0,0,0,53,0,13,0,0,0,17,19,21,0,0,26,0,0,0,0,15,14,13,0,0,29,0,0,0,31,22,0,33,40,22,0,24,0,0,20,65,15,37,14,0,37,27,18,100
opinioapp,0.0,0,0,100,0,0,0,0,0,0,0,0,0,79,0,83,68,0,0,0,69,0,73,58,0,0,0,0,0,0,0,91,41,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
uklocal,0.0,100,0,38,0,0,0,0,0,67,46,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,40,48,0,0,0,0,33,73,57,0,0,0,0,40,0,0,0,0,0,0,0,0,27,0
ngena,33.0,30,39,36,55,53,37,49,38,51,39,33,45,42,44,54,61,51,47,54,71,77,70,59,52,64,66,56,46,77,52,44,44,36,38,33,40,36,32,37,37,54,39,46,34,38,35,49,100,50,33,39
spock,91.0,95,97,80,88,79,75,86,100,78,91,73,74,94,68,72,75,68,70,75,74,71,69,71,68,69,75,72,78,80,80,72,69,77,74,68,74,74,75,71,72,70,71,70,67,66,67,76,65,65,63,71
refresh.io,0.0,0,0,0,58,0,57,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,71,0,0,0,41,0,0,0,0,0,0,0,33,0,0,0
zerodesktop,0.0,0,0,0,0,0,0,98,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,53,60,43,0,0,0,0,65,0,0,0,0,0,0,0,0,0,45,0,0,0
staance,0.0,0,0,27,0,0,0,28,0,0,0,0,0,0,0,42,0,0,48,0,0,0,0,16,39,0,0,0,44,27,0,0,0,0,24,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,100
runnr,66.0,69,78,37,61,51,54,71,88,89,100,83,91,93,43,83,65,83,74,48,74,78,78,89,68,71,78,59,64,62,76,68,66,97,47,74,59,92,65,67,64,74,51,33,34,59,47,62,58,63,59,44
phylogy,0.0,0,0,0,0,0,27,100,0,0,0,56,0,0,0,0,0,0,0,44,0,0,0,20,21,0,0,0,0,0,20,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
4home,28.0,24,29,24,32,36,30,26,26,32,36,32,25,34,28,38,33,33,38,45,44,50,56,69,80,80,98,100,52,52,46,44,41,38,43,35,32,29,31,33,28,25,31,27,27,24,25,20,30,22,22,25
hollywoodtodaylive,0.0,0,100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,41,0,0,0,0,0,28,0,0,0,0,0,39,0,0,0,0,30,0,0
myforce,46.0,0,68,40,0,0,0,94,29,35,52,45,0,79,63,0,0,54,0,0,0,27,0,29,71,0,62,0,0,26,100,0,0,27,0,38,0,0,35,0,0,62,0,0,100,0,0,0,0,38,0,0
thunderzee,0.0,0,0,0,0,58,0,0,0,0,0,100,0,42,0,68,0,0,0,65,0,0,0,78,0,0,0,0,0,0,71,40,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,53,0,0
kiha,32.0,38,31,36,24,21,28,10,37,21,32,21,27,37,43,47,30,27,29,35,24,33,40,21,31,24,30,26,25,50,100,32,27,23,30,33,38,37,32,34,31,30,23,21,21,34,54,48,28,30,50,26
qorkit,0.0,0,0,43,0,0,60,0,0,100,0,0,0,0,0,43,0,0,0,0,0,29,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
tippr,24.0,0,0,0,0,35,0,0,29,63,0,0,0,52,0,0,22,0,27,0,49,0,25,0,38,22,0,0,0,0,0,0,0,100,27,0,27,0,0,22,29,38,24,0,50,0,0,0,0,0,35,0
dundasworld,0.0,0,0,0,0,19,0,0,0,23,0,33,0,0,0,0,0,0,0,0,96,26,0,0,47,0,0,0,0,0,0,0,0,0,0,0,55,0,0,20,0,21,30,0,0,0,38,0,0,0,31,100
razz.com,0.0,0,30,45,27,32,36,0,0,0,0,0,91,0,0,0,0,0,27,0,0,0,0,37,0,28,0,51,60,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,22,27,100
strata8,100.0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,43,57,0,84,65,0,0,0,52,0,0,0,0,0,0,0
dojoapp,0.0,0,0,0,0,45,62,32,0,100,0,42,56,0,53,0,0,0,0,0,32,30,0,92,0,0,88,0,0,0,0,0,66,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tungle,0.0,77,0,43,53,42,30,31,43,67,99,47,40,38,66,0,0,40,0,44,38,36,0,54,0,25,43,0,28,0,0,25,50,43,30,50,41,69,31,69,0,47,0,27,16,30,32,0,0,41,41,100
savoteur,0.0,0,25,0,0,31,0,32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,41,23,0,0,0,0,0,0,0,23,29,0,0,0
vdio,87.0,89,100,83,89,94,91,87,87,91,93,83,88,83,82,96,86,86,85,81,83,83,90,84,75,85,79,85,92,91,89,87,89,80,81,75,81,82,81,79,80,73,72,75,73,74,93,86,79,80,80,82
halogen.tv,0.0,0,100,59,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,23,0,56,0,0,66,0,0,35,36,0,0,0,0,0,87,0,0,0,0
yatragenie,0.0,95,0,0,48,95,0,56,0,43,78,0,0,0,0,30,0,0,0,0,0,0,0,0,37,32,0,100,0,72,0,23,0,0,87,0,0,27,0,0,0,0,0,0,42,30,0,0,36,30,23,0
winepod,51.0,0,0,100,0,58,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,41,0,0,0,99,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearmesh,37.0,100,0,0,0,0,0,0,0,0,0,98,0,0,39,0,0,0,47,0,0,0,0,49,0,40,0,0,0,0,0,0,0,66,0,0,0,58,33,0,0,31,50,0,71,0,0,0,36,0,0,0
zapmart,0.0,0,0,0,11,0,0,9,0,0,19,17,17,0,0,0,0,0,0,12,0,0,14,0,0,0,15,0,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
rehabpulse,38.0,0,68,0,0,0,0,0,50,0,0,0,0,37,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,23,0,0,20,0,53,0,49,27,26,0,0,0,0,0,0,0,0,0,0,100
slacker.com,0.0,0,0,41,46,38,0,0,0,0,0,0,0,0,0,0,64,70,0,34,0,0,0,0,0,0,0,0,0,0,0,0,32,0,42,0,100,0,0,0,0,0,0,0,0,64,0,0,0,37,0,0
nextracker,17.0,14,7,18,4,7,11,17,12,17,6,5,20,14,14,15,14,10,5,17,6,8,20,21,9,12,9,23,11,0,10,17,24,28,27,100,39,27,35,35,21,17,17,28,25,11,19,23,28,23,23,13
es.groupalia.com,0.0,0,0,0,0,0,0,0,0,68,0,86,0,0,100,0,79,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,57,0,0,35,0,0,0,0,0,0,38,64,0,0,0,0,0
teltel,0.0,43,0,0,17,32,21,57,21,28,29,28,28,28,100,18,59,44,0,0,0,56,41,24,0,0,28,0,0,67,0,36,0,76,87,21,0,0,25,29,25,36,73,48,36,19,27,0,0,38,28,0
rightmedia,22.0,0,51,27,0,0,43,72,0,0,0,0,0,0,0,0,24,0,32,75,0,100,0,0,0,0,0,0,0,29,99,25,0,0,0,0,0,0,0,26,0,0,0,30,0,0,25,0,0,0,0,0
whamcloud,41.0,0,0,0,0,0,0,37,0,0,56,0,0,100,0,32,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,28,0,0,0,0,41,0,0,0
travelcar,47.0,25,28,49,31,37,43,31,43,24,31,37,31,16,17,33,24,0,54,12,15,33,0,0,23,40,21,28,21,35,32,23,38,18,17,10,11,0,17,0,13,18,27,17,10,0,42,27,24,13,13,100
crestatech,0.0,0,0,0,42,0,75,0,36,0,0,0,40,0,0,0,0,0,0,0,0,41,0,0,0,0,84,61,0,0,0,75,0,68,0,0,0,0,91,0,44,0,0,47,0,0,0,0,0,0,0,100
modelabs,50.0,0,0,0,0,0,0,67,36,41,0,33,0,0,0,0,0,0,0,0,0,38,0,0,17,33,0,33,0,0,0,26,0,0,0,0,81,0,100,44,0,63,0,0,0,0,0,31,0,0,0,0
fcmt,35.0,0,34,35,0,52,0,0,42,30,26,85,29,25,23,37,27,29,71,40,46,58,54,69,42,0,0,32,67,74,0,65,49,58,0,44,0,50,100,35,22,37,75,21,27,72,66,82,62,0,58,0
commzoom,33.0,30,0,0,37,25,63,0,0,0,36,0,0,0,24,0,56,0,34,55,0,36,32,60,34,56,0,22,0,0,52,0,36,0,100,32,0,0,27,40,0,23,57,0,0,49,72,29,45,0,0,81
fortum,33.0,34,30,40,44,51,60,56,55,61,59,81,85,84,64,100,64,66,63,53,56,70,64,70,60,71,69,82,69,64,73,79,68,62,68,63,59,59,62,53,54,48,50,48,52,53,57,40,46,42,48,49
mlt,80.0,81,100,97,82,81,96,91,97,76,80,93,86,89,89,86,76,72,76,83,75,80,67,84,82,71,67,72,67,61,76,76,70,73,73,76,71,67,71,67,75,71,76,72,70,73,85,83,91,83,94,87
gamemine,0.0,0,0,0,0,0,0,37,80,0,0,27,0,0,31,52,0,77,0,45,0,0,0,100,73,0,0,0,0,35,0,0,0,0,0,0,0,0,29,0,43,0,0,0,0,50,55,43,38,0,0,0
atlas.co,0.0,0,55,0,0,0,0,0,0,0,0,0,0,34,0,0,52,0,0,100,0,0,26,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,42,0,0,0,0,0,0
quelon,0.0,0,0,23,23,0,0,0,38,0,0,0,21,0,0,0,0,29,49,0,0,21,0,0,0,0,49,0,0,0,0,0,0,0,0,15,29,0,25,0,0,0,37,40,21,28,0,0,25,0,45,100
knackshops,0.0,0,0,0,28,100,0,0,0,33,41,0,0,28,0,0,0,0,28,29,0,0,0,0,0,0,61,38,40,0,0,0,72,47,0,36,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
itsbloc,0.0,0,0,100,0,0,0,0,0,47,0,0,0,0,59,34,0,36,0,0,71,64,34,0,0,47,0,0,0,0,0,0,50,0,0,0,0,27,0,0,0,0,0,53,0,0,0,0,0,67,0,0
depotpoint,0.0,59,0,0,67,0,70,0,0,0,0,87,0,0,0,0,0,0,0,0,100,95,0,44,0,0,0,0,0,0,0,46,0,63,0,0,0,0,43,0,0,0,75,0,0,0,0,0,0,0,0,0
ancors,66.0,86,50,90,71,21,72,76,35,31,64,44,59,58,30,43,61,68,89,74,40,36,55,78,57,87,88,56,90,72,67,92,90,89,73,60,82,52,70,72,75,25,45,49,31,100,88,40,94,65,51,62
upto,87.0,90,89,93,93,94,97,96,92,87,88,89,80,86,86,96,89,79,86,79,66,76,79,73,74,74,79,81,86,86,86,82,82,79,100,83,82,86,81,84,82,87,86,83,82,84,85,82,81,81,84,81
zenodata,0.0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,38,0,0,0,24,25,0,35,48,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,66,0,46,0,31,0,0,22,0,0
goodbox,28.0,100,43,22,45,63,42,48,56,30,17,80,29,0,36,29,40,49,17,38,31,33,45,0,0,18,48,26,47,23,43,75,25,35,37,40,61,64,67,72,20,56,0,21,34,34,31,0,30,39,16,0
cinchona,46.0,36,48,45,55,54,45,46,44,42,45,60,55,47,62,69,57,50,60,53,38,55,52,55,56,54,55,61,58,68,50,49,55,47,57,79,64,100,65,56,51,60,47,55,51,49,52,47,49,51,49,38
sts,81.0,79,73,73,54,60,57,52,51,54,51,57,56,62,65,58,67,54,55,59,52,53,58,59,91,84,75,71,56,50,65,100,85,77,72,65,67,70,71,73,86,77,85,73,69,62,53,52,54,73,57,63
korrelate,0.0,0,0,89,0,0,41,31,29,27,0,0,0,0,0,0,0,0,27,0,73,0,0,0,0,0,0,39,0,38,0,42,41,77,0,0,0,49,0,0,0,0,42,33,0,100,0,0,30,0,0,0
unionandfifth,0.0,0,0,0,0,0,19,0,0,23,0,0,17,0,0,38,17,0,0,0,26,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,16,0,0,0,0,0,100
table8,30.0,36,34,0,100,0,68,0,0,0,0,0,0,46,53,53,55,43,0,0,92,35,0,37,0,63,0,0,62,73,69,0,48,59,0,0,0,89,39,0,55,53,0,40,74,50,0,0,0,0,46,0
crimereports,0.0,0,0,0,0,0,88,87,27,0,0,0,0,0,0,0,0,29,0,0,0,0,41,0,33,80,39,0,0,100,0,0,28,0,0,0,25,0,0,0,0,0,28,0,0,0,92,0,0,0,41,0
voipshield,0.0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,45,0,0,30,0,0,0,0,0,36,45,43,0,100,31,0,0,27,0,0,0,0,39,41,0,0
civcom,0.0,0,0,0,0,0,0,100,0,0,0,0,37,0,94,29,47,0,55,0,0,0,0,0,38,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,68,0,25,0,0
playnery,30.0,0,0,26,27,0,0,83,0,77,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,36,77,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nileguide,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,51,29,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,32,0,100,0,55,98,0,0,0,0,0,0,0,66,0,0
booodl,0.0,0,0,0,0,100,0,0,64,0,63,81,0,0,46,49,0,0,0,0,0,0,0,49,0,0,0,0,78,0,0,0,0,0,0,0,0,0,75,0,0,0,0,79,0,67,86,0,0,0,53,0
kerb,68.0,67,67,71,78,79,71,67,75,100,96,99,97,94,88,89,84,81,80,66,60,66,58,56,52,54,54,51,52,45,54,57,62,59,65,59,59,60,57,57,59,63,60,58,59,70,72,66,63,67,67,75
akara,82.0,80,82,73,79,83,75,83,91,84,90,84,75,81,87,90,100,84,79,76,93,83,97,81,89,88,96,84,91,98,91,77,81,83,72,87,88,86,97,79,92,83,87,87,83,98,91,83,88,91,87,100
vhx,64.0,33,52,48,48,57,73,63,53,74,71,99,46,56,65,62,40,61,53,58,69,57,42,53,53,62,46,57,44,35,44,45,37,36,84,61,57,76,57,60,38,79,31,54,39,43,45,58,40,77,44,100
systinet,0.0,0,55,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20,0,100,0,0,14,0,0,0,0,0,0,0,0,0,0,0,24,0,20,0,0,0,13,0,0,24,0,0,0,0,0,24,0
techvestor,0.0,0,0,0,0,0,24,0,0,0,0,0,0,0,37,0,65,0,0,0,0,0,0,0,49,0,0,0,0,0,26,31,0,0,33,0,0,31,0,100,44,28,35,34,0,20,0,35,0,36,39,0
gymbeam,45.0,40,42,38,38,38,41,39,44,42,48,40,38,55,70,46,41,41,44,43,41,50,71,81,56,43,49,48,41,42,78,100,76,70,60,64,61,59,58,58,59,57,72,72,76,63,57,49,57,58,51,53
rupeeredee,63.0,98,67,100,88,38,58,70,58,70,62,61,59,60,68,59,78,66,64,52,45,41,44,43,30,38,28,32,45,44,58,80,86,92,76,65,64,62,45,71,63,63,51,33,33,40,38,44,22,41,26,22
crichq,43.0,42,76,100,55,37,43,35,53,46,78,67,79,80,60,57,44,44,43,42,46,41,34,35,39,19,29,29,17,30,23,32,29,32,34,26,31,36,38,33,33,30,37,21,28,19,39,33,39,50,47,46
qustomdot,0.0,0,0,25,0,0,0,29,0,0,16,36,0,0,0,0,0,0,0,0,50,0,0,0,0,0,55,0,0,0,0,0,0,40,0,0,0,0,0,35,0,0,0,0,0,0,0,0,23,24,0,100
shopsavvy,0.0,0,26,28,57,0,56,0,29,45,26,0,0,42,66,0,0,31,77,46,42,30,81,100,90,83,0,0,0,60,28,34,35,0,0,0,76,39,43,0,0,0,0,0,0,54,0,0,0,0,0,0
tonium,0.0,0,0,0,32,0,21,0,0,16,0,0,0,22,16,0,0,38,0,0,0,0,0,15,0,0,0,0,0,100,78,0,0,0,0,45,0,35,0,24,0,24,23,0,0,0,0,0,18,40,0,0
napera,0.0,0,0,37,0,0,40,0,36,100,0,0,85,0,0,0,42,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,30,31,59,50,0,0,0,31,0,0,0,76,0,0,47,0,50,0,30,0
zeno,81.0,87,87,81,80,77,78,79,79,82,91,91,86,91,81,86,83,75,77,78,70,73,100,75,60,67,62,62,63,64,65,69,61,68,70,65,67,63,63,64,65,65,69,70,72,71,67,72,70,68,70,64
citruslane,0.0,0,0,0,33,9,0,0,12,0,0,0,9,0,0,0,0,0,8,36,20,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,100
hypemasters,0.0,76,0,0,54,0,0,0,0,92,93,0,0,48,0,0,0,0,0,96,0,47,0,0,79,87,0,50,0,0,0,0,0,0,0,100,99,76,68,0,0,88,0,94,0,0,0,95,0,46,0,0
imzy,0.0,0,0,0,0,0,0,0,38,0,35,0,0,0,50,0,61,41,0,74,39,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,41,100,56,0,0,0,39,0,40,0,0,0,70,0
fotolog,75.0,76,75,78,62,58,74,64,52,67,77,67,63,54,60,63,60,67,54,59,61,56,55,57,47,49,47,42,45,57,53,52,67,58,67,50,55,100,74,67,59,79,52,61,54,59,52,59,49,59,56,67
thumb.it,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,57,0,49,30,0,0,100,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teambuy,0.0,100,0,36,0,64,0,0,30,0,0,0,0,0,49,30,27,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,40,0,0
shadowapp,0.0,0,0,62,0,0,36,0,99,0,0,100,0,0,0,0,0,82,55,0,0,0,0,62,0,0,0,68,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk.com,44.0,26,43,68,51,0,0,74,94,0,93,45,24,70,41,31,38,50,38,44,40,33,47,65,39,36,31,31,100,60,46,57,37,26,55,17,51,50,53,28,38,20,68,20,42,70,46,47,30,36,32,89
plair,47.0,43,36,61,44,45,50,53,50,72,55,47,60,39,71,35,61,24,51,63,47,51,53,39,43,64,100,78,50,56,54,66,62,45,64,41,33,61,44,55,47,43,47,72,55,54,54,59,52,73,50,34
epichealth,60.0,99,0,0,28,0,0,0,0,0,42,0,33,0,64,26,0,100,0,0,0,0,0,62,0,0,56,0,0,0,49,59,56,50,0,58,0,0,37,0,0,26,0,61,54,0,40,0,0,35,43,0
dashrobotics,0.0,0,28,0,19,0,0,0,0,28,0,30,28,0,0,0,34,0,0,100,0,0,15,67,0,0,0,0,0,0,0,0,0,0,33,0,21,16,0,50,0,0,0,0,0,0,0,0,0,0,0,0
sportdec,0.0,0,0,34,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,55,0,0,0,0,38,0,0,50,0,95,50,59,82,0,0,0,50,0,0,0,0,0,0,40,0,0,0,0,0,0,0
broadhop,0.0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,0,0,0,27,0,0,0,0,0,34,32,0,0,0,0,60,26,0,0,0,100
gohoken,0.0,0,0,0,0,0,0,78,35,0,0,0,0,0,47,0,0,0,0,0,0,0,36,0,0,100,0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
hirespace,38.0,0,0,37,77,0,0,0,52,0,0,0,0,100,33,37,54,0,75,0,61,0,40,0,0,0,0,0,0,0,71,0,0,0,0,0,0,85,44,0,0,0,0,41,0,0,0,63,0,0,0,0
hirespace,38.0,0,0,37,77,0,0,0,52,0,0,0,0,100,33,37,54,0,75,0,61,0,40,0,0,0,0,0,0,0,71,0,0,0,0,0,0,85,44,0,0,0,0,41,0,0,0,63,0,0,0,0
aixplain,0.0,0,0,0,0,0,0,30,0,0,0,65,0,35,0,59,0,77,0,50,0,0,0,100,0,67,0,42,0,0,0,66,0,0,0,0,0,0,29,42,28,0,31,0,0,0,99,0,0,0,46,0
metconnex,38.0,0,68,71,0,0,32,0,36,0,48,0,0,0,0,0,0,34,77,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,34,100,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
frescofrigo,0.0,0,0,0,52,0,0,21,0,0,100,21,0,0,19,32,0,17,19,0,44,30,0,0,0,27,25,0,0,21,21,0,0,0,43,0,0,0,0,0,0,0,15,0,0,0,0,14,65,0,0,0
texturacorp,0.0,0,0,0,18,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,100,0,25,18,0,0,0,43,0,0,0,0,0,0,16,38,0,0,0,0,68,64,0,0,27,16,0,0,0,0,0
urturn,0.0,0,74,0,0,38,100,0,70,0,0,0,0,0,0,37,49,0,35,95,0,0,69,0,0,0,0,0,0,80,0,0,92,97,0,0,0,0,64,0,0,0,0,0,0,0,0,0,59,0,0,0
rayatheapp,0.0,34,0,0,0,0,74,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,40,0,0,0,0,34,0,81,0,0,0,0,35,0,0,0,0,0,100,0,0,27,0,0,0,96
electrada,0.0,55,0,0,75,0,0,63,0,90,0,0,36,0,0,100,0,0,0,0,0,0,0,0,0,57,0,0,0,34,36,0,0,0,0,0,0,0,0,0,0,0,31,0,33,0,0,0,0,0,0,0
coldheat,0.0,0,58,0,0,0,77,0,0,0,63,0,0,0,0,0,0,0,35,59,38,0,46,40,0,0,0,0,0,0,0,59,59,0,100,0,0,0,0,0,0,44,0,0,0,0,0,0,35,35,63,0
odysii,0.0,0,73,26,0,0,0,0,36,32,0,37,0,38,0,0,0,62,0,0,0,0,0,29,0,0,39,24,0,27,0,0,0,47,0,0,27,0,0,0,0,63,100,0,44,0,0,0,0,28,0,0
nonda.co,0.0,0,0,0,0,43,0,0,0,36,0,23,26,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,100,0,22,0,0,0,0,0,0,0,26,31,0
cablematrix,0.0,0,0,0,0,0,0,0,0,0,0,70,0,27,0,0,0,0,39,0,0,0,0,80,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,34,0,0,0,0,42,0,0,0,0,0,100
realeyes3d,0.0,27,0,0,0,0,0,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0,0,60,0,24,0,0,0,0,0,0,0,0,39,0,0,0,39,0,0,29,0,43,0,0,0,0,0,0,0,100
roomiapp,0.0,0,28,0,29,0,0,0,0,0,22,0,0,0,0,22,0,19,21,0,17,0,0,0,18,50,0,23,0,0,0,21,0,0,0,24,0,0,0,25,18,0,0,100,0,16,53,21,0,0,19,74
mjoose,0.0,0,0,0,43,0,0,0,0,0,0,34,0,0,26,0,43,0,0,0,0,0,0,0,0,0,0,0,40,40,30,57,0,29,0,50,0,0,0,0,0,0,0,29,0,0,0,0,0,0,86,100
clays,87.0,90,94,81,76,86,87,77,87,89,84,86,79,100,98,84,78,85,92,79,80,80,87,76,75,83,75,76,77,76,82,76,74,83,81,99,93,95,92,84,78,83,92,85,87,89,96,88,76,82,76,77
kitchit,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,63,50,0,0,55,0,0,42,0,47,52,0,0,0,86,78,0,44,0,0,0,0,0,0,0,0,0,0,49,100,0,0,0,52,77,0,0
britanniasgold,32.0,44,0,0,0,0,0,91,0,0,0,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,0,0,0,40,100,35,0,0,0,0,0,0,0,0,0,95,41,0,0,0,0,0,0
spokephone,0.0,67,0,0,0,39,0,0,0,0,0,0,0,41,0,0,0,0,51,37,44,0,0,0,0,0,0,0,0,0,0,0,100,0,39,0,0,0,0,0,0,0,0,0,0,43,0,0,48,0,0,0
katai,97.0,85,100,80,76,76,81,78,83,70,84,100,82,90,76,81,72,76,76,74,64,74,76,72,63,65,59,63,64,69,61,74,68,71,83,64,64,80,81,66,75,70,72,82,85,68,72,79,67,57,73,71
helicomm,0.0,0,0,61,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,41,0,0,0,0,0,0,96,0,100,0,0,0
ubees,17.0,0,0,0,8,14,0,0,0,13,0,12,0,0,0,15,12,10,0,7,0,0,14,16,0,0,0,0,8,0,12,0,0,0,19,9,15,0,0,0,0,6,11,9,31,7,8,100,0,9,0,98
